x = |10010557,10010570>
x = |11640108,11640119>
x = |11649939,11649949>
x = |11668782,11668796>
x = |11672596,11672610>
x = |11673535,11673546>
x = |11674370,11674378>
x = |1167459,1167468>
x = |11681933,11681950>
x = |11710585,11710593>
x = |11722523,11722538>
x = |1174368,1174384>
x = |11759887,11759904>
x = |11771908,11771922>
x = |1177211,1177219>
x = |1177645,1177655>
x = |11780465,11780478>
x = |11781788,11781800>
x = |11806687,11806699>
x = |11809337,11809351>
x = |11826439,11826455>
x = |11832956,11832974>
x = |11841850,11841863>
x = |11855211,11855224>
x = |11872179,11872194>
x = |11882609,11882621>
x = |11884468,11884479>
x = |11898616,11898631>
x = |11911776,11911786>
x = |11922654,11922668>
x = |11930914,11930927>
x = |11948840,11948851>
x = |119511,119522>
x = |11954839,11954847>
x = |11956324,11956340>
x = |1196025,1196042>
x = |11990669,11990682>
x = |11993043,11993051>
x = |1200529,1200544>
x = |12017732,12017743>
x = |12018393,12018402>
x = |12054847,12054861>
x = |1207831,1207842>
x = |12102340,12102350>
x = |12102698,12102712>
x = |12103042,12103050>
x = |12135091,12135100>
x = |12149244,12149256>
x = |12162051,12162063>
x = |12167958,12167969>
x = |12172285,12172301>
x = |12184637,12184651>
x = |12209228,12209245>
x = |12213760,12213771>
x = |12219266,12219279>
x = |1223616,1223624>
x = |12246216,12246231>
x = |12284879,12284888>
x = |12295841,12295851>
x = |12308387,12308400>
x = |1231133,1231145>
x = |12326921,12326932>
x = |123305,123316>
x = |1233056,1233073>
x = |12332087,12332098>
x = |12372234,12372244>
x = |1237656,1237667>
x = |123906,123916>
x = |12404924,12404940>
x = |12416348,12416364>
x = |12425894,12425905>
x = |12426164,12426172>
x = |12445300,12445314>
x = |124481,124493>
x = |1247191,1247205>
x = |12486965,12486978>
x = |12488685,12488703>
x = |12489494,12489511>
x = |12499891,12499900>
x = |12516903,12516920>
x = |1253973,1253990>
x = |12559113,12559127>
x = |12562343,12562359>
x = |12569461,12569469>
x = |1258381,1258392>
x = |12601069,12601081>
x = |12601213,12601226>
x = |12618837,12618846>
x = |12635239,12635249>
x = |12636949,12636957>
x = |12637648,12637657>
x = |12637729,12637739>
x = |12637798,12637807>
x = |12643182,12643195>
x = |12653749,12653759>
x = |12670728,12670739>
x = |12683856,12683866>
x = |12724495,12724509>
x = |12724935,12724950>
x = |12725272,12725286>
x = |12733709,12733719>
x = |12734076,12734084>
x = |12737283,12737293>
x = |12740309,12740320>
x = |1274548,1274565>
x = |12750897,12750907>
x = |12763281,12763302>
x = |12769725,12769738>
x = |12773607,12773615>
x = |12785007,12785020>
x = |12791346,12791354>
x = |12800440,12800450>
x = |12804715,12804724>
x = |12819355,12819366>
x = |12820466,12820481>
x = |12830921,12830935>
x = |12836945,12836953>
x = |12841544,12841553>
x = |12852918,12852933>
x = |12853310,12853318>
x = |12858396,12858405>
x = |12863111,12863120>
x = |12863686,12863694>
x = |12870169,12870177>
x = |12879473,12879486>
x = |12891200,12891212>
x = |128983,128997>
x = |12898769,12898779>
x = |12900827,12900838>
x = |12900955,12900966>
x = |12915974,12915987>
x = |12932260,12932271>
x = |12932313,12932324>
x = |12936492,12936505>
x = |12942657,12942670>
x = |12965250,12965266>
x = |12980873,12980884>
x = |12986424,12986434>
x = |13006545,13006553>
x = |13010649,13010660>
x = |13012682,13012698>
x = |13013009,13013022>
x = |13014198,13014214>
x = |13021517,13021533>
x = |13054944,13054955>
x = |13058222,13058238>
x = |13094654,13094667>
x = |13101371,13101379>
x = |13104387,13104395>
x = |13104521,13104537>
x = |13109525,13109533>
x = |13121014,13121030>
x = |13129987,13129999>
x = |13133429,13133443>
x = |13138781,13138791>
x = |13148211,13148224>
x = |13155672,13155686>
x = |13159312,13159320>
x = |13174041,13174054>
x = |13174629,13174645>
x = |13177868,13177882>
x = |13184739,13184748>
x = |13192503,13192512>
x = |13208283,13208294>
x = |13210439,13210450>
x = |13215180,13215189>
x = |13215364,13215373>
x = |13217576,13217587>
x = |13224717,13224728>
x = |13225379,13225389>
x = |13231703,13231719>
x = |13240962,13240971>
x = |13246112,13246122>
x = |13251787,13251797>
x = |13260072,13260081>
x = |13260135,13260144>
x = |13262617,13262630>
x = |1326956,1326970>
x = |13280706,13280714>
x = |1328333,1328345>
x = |13320208,13320224>
x = |13320537,13320552>
x = |13346946,13346961>
x = |1334865,1334874>
x = |13348724,13348738>
x = |13351149,13351157>
x = |13355637,13355648>
x = |13369222,13369234>
x = |13378854,13378862>
x = |13382533,13382547>
x = |13398275,13398284>
x = |13398428,13398437>
x = |13399800,13399809>
x = |13422749,13422766>
x = |13427951,13427960>
x = |13430063,13430074>
x = |13433566,13433577>
x = |13435242,13435257>
x = |13435517,13435530>
x = |13462560,13462578>
x = |13474318,13474326>
x = |13476221,13476229>
x = |13481203,13481214>
x = |13501241,13501251>
x = |13501784,13501794>
x = |1351167,1351176>
x = |13524575,13524589>
x = |13535543,13535554>
x = |13541394,13541407>
x = |13552827,13552843>
x = |1355744,1355754>
x = |13562800,13562811>
x = |13571630,13571642>
x = |13574978,13574991>
x = |13583008,13583018>
x = |13605426,13605436>
x = |13618014,13618024>
x = |13628966,13628979>
x = |1363051,1363060>
x = |13638950,13638964>
x = |13647715,13647724>
x = |13648230,13648245>
x = |13648972,13648986>
x = |13649803,13649811>
x = |13670362,13670372>
x = |13671903,13671916>
x = |13680349,13680361>
x = |13706022,13706034>
x = |13710722,13710733>
x = |13718863,13718875>
x = |13720908,13720919>
x = |13721980,13721991>
x = |13723558,13723569>
x = |13726195,13726208>
x = |13736293,13736304>
x = |137631,137641>
x = |13764203,13764213>
x = |13781887,13781908>
x = |13787274,13787291>
x = |13788808,13788826>
x = |1380662,1380673>
x = |1380932,1380940>
x = |13815549,13815563>
x = |13824315,13824323>
x = |13827183,13827197>
x = |13829898,13829910>
x = |13834616,13834631>
x = |13837594,13837602>
x = |13845569,13845580>
x = |13846010,13846022>
x = |13846083,13846096>
x = |13847651,13847662>
x = |13873052,13873063>
x = |13873939,13873952>
x = |13874853,13874865>
x = |13876503,13876512>
x = |13881855,13881866>
x = |13885648,13885661>
x = |13895350,13895358>
x = |13899790,13899800>
x = |13916097,13916109>
x = |13918486,13918501>
x = |13919927,13919942>
x = |13935916,13935926>
x = |13937260,13937276>
x = |13951299,13951310>
x = |13952295,13952306>
x = |13970406,13970420>
x = |13979985,13980001>
x = |13981295,13981310>
x = |1400768,1400782>
x = |14014661,14014669>
x = |140300,140313>
x = |14030132,14030146>
x = |140414,140430>
x = |1404597,1404612>
x = |14048650,14048661>
x = |14058979,14058987>
x = |14062960,14062970>
x = |14070829,14070837>
x = |1407575,1407587>
x = |14082788,14082800>
x = |14100769,14100778>
x = |14123545,14123554>
x = |14142555,14142568>
x = |14145565,14145574>
x = |14149845,14149854>
x = |14156383,14156392>
x = |1415885,1415900>
x = |14166332,14166342>
x = |14166636,14166651>
x = |14168196,14168209>
x = |14178001,14178018>
x = |14188086,14188095>
x = |14189969,14189982>
x = |141901,141917>
x = |1419978,1419988>
x = |14201635,14201647>
x = |14226516,14226529>
x = |14242818,14242830>
x = |14243070,14243080>
x = |14258316,14258327>
x = |14261258,14261266>
x = |14262709,14262722>
x = |14270249,14270259>
x = |14280453,14280466>
x = |14286042,14286051>
x = |14287472,14287484>
x = |14292755,14292768>
x = |14301749,14301759>
x = |14305828,14305844>
x = |14318356,14318368>
x = |14328988,14329000>
x = |14342610,14342618>
x = |14359299,14359308>
x = |14368479,14368488>
x = |14380320,14380334>
x = |14381717,14381725>
x = |14399493,14399502>
x = |14402242,14402251>
x = |14409567,14409575>
x = |14414998,14415011>
x = |14421417,14421430>
x = |14448735,14448750>
x = |14453206,14453220>
x = |14455353,14455364>
x = |14459259,14459272>
x = |14462901,14462909>
x = |14485184,14485195>
x = |14525826,14525839>
x = |14531773,14531784>
x = |14539496,14539504>
x = |14547811,14547820>
x = |14553290,14553299>
x = |14559500,14559508>
x = |1456003,1456017>
x = |14564658,14564670>
x = |14568074,14568085>
x = |14574348,14574363>
x = |14574863,14574876>
x = |14575143,14575159>
x = |14578972,14578984>
x = |14584642,14584653>
x = |14587304,14587312>
x = |14588061,14588077>
x = |14598489,14598502>
x = |1459934,1459948>
x = |14602783,14602794>
x = |14609431,14609446>
x = |14628091,14628106>
x = |14653016,14653025>
x = |14693335,14693344>
x = |14717465,14717481>
x = |14739423,14739440>
x = |14739544,14739555>
x = |14754234,14754248>
x = |14761125,14761136>
x = |14763907,14763917>
x = |14766534,14766545>
x = |14773434,14773445>
x = |14773704,14773712>
x = |14802056,14802064>
x = |14819922,14819930>
x = |1482709,1482727>
x = |1482883,1482899>
x = |14892615,14892626>
x = |14896853,14896864>
x = |14923094,14923108>
x = |14924996,14925005>
x = |14947726,14947740>
x = |14970345,14970357>
x = |14974810,14974824>
x = |14975980,14975994>
x = |14977470,14977484>
x = |14978964,14978973>
x = |14980482,14980500>
x = |15001452,15001468>
x = |15032558,15032571>
x = |15043001,15043016>
x = |15055637,15055651>
x = |15087023,15087037>
x = |1508728,1508743>
x = |15095237,15095252>
x = |15097427,15097437>
x = |15118960,15118978>
x = |1512934,1512945>
x = |15154172,15154184>
x = |15161193,15161205>
x = |15165319,15165330>
x = |15196209,15196219>
x = |15216790,15216799>
x = |15224315,15224329>
x = |15230709,15230717>
x = |15232137,15232146>
x = |1523548,1523561>
x = |15237807,15237817>
x = |15239145,15239159>
x = |15240347,15240361>
x = |15247747,15247755>
x = |15252177,15252188>
x = |15252646,15252654>
x = |15271003,15271019>
x = |15271158,15271174>
x = |15275761,15275778>
x = |15287335,15287353>
x = |15292106,15292121>
x = |15296378,15296394>
x = |15296936,15296944>
x = |15297319,15297330>
x = |15302157,15302166>
x = |15306657,15306673>
x = |15328044,15328057>
x = |15331292,15331303>
x = |15340236,15340253>
x = |15341613,15341627>
x = |15341717,15341728>
x = |15355985,15355998>
x = |15382935,15382949>
x = |15383302,15383316>
x = |15395314,15395327>
x = |15395578,15395591>
x = |15398871,15398881>
x = |15401745,15401761>
x = |15404256,15404268>
x = |15420861,15420873>
x = |15423944,15423959>
x = |15424387,15424396>
x = |15425815,15425824>
x = |15432941,15432954>
x = |15438605,15438623>
x = |15447423,15447433>
x = |15475731,15475739>
x = |15485509,15485523>
x = |15503300,15503313>
x = |15514029,15514046>
x = |1551913,1551923>
x = |15527994,15528004>
x = |15547899,15547912>
x = |15567393,15567405>
x = |15600376,15600387>
x = |15609779,15609792>
x = |15613385,15613394>
x = |15615931,15615944>
x = |15621614,15621628>
x = |15640078,15640092>
x = |15641207,15641217>
x = |15641235,15641249>
x = |15674459,15674471>
x = |15704862,15704878>
x = |1571823,1571831>
x = |15739067,15739081>
x = |15741439,15741450>
x = |15750560,15750572>
x = |15765093,15765104>
x = |15774381,15774397>
x = |15779180,15779195>
x = |15780438,15780449>
x = |1578049,1578062>
x = |15783304,15783314>
x = |15783357,15783367>
x = |15783426,15783436>
x = |15787045,15787063>
x = |15789426,15789445>
x = |1579182,1579199>
x = |15793920,15793930>
x = |15795811,15795823>
x = |15796497,15796510>
x = |15798476,15798485>
x = |15827664,15827676>
x = |15830505,15830516>
x = |15846594,15846610>
x = |15863742,15863756>
x = |15866594,15866610>
x = |1587184,1587193>
x = |15872452,15872464>
x = |15874226,15874235>
x = |15890705,15890721>
x = |15895354,15895368>
x = |1590813,1590827>
x = |1590937,1590949>
x = |15909966,15909984>
x = |15918306,15918317>
x = |15920239,15920255>
x = |15920994,15921004>
x = |15926862,15926874>
x = |15927907,15927923>
x = |15947634,15947647>
x = |15955660,15955672>
x = |1595659,1595667>
x = |15958233,15958246>
x = |15961407,15961418>
x = |15964366,15964379>
x = |15973630,15973647>
x = |15988348,15988362>
x = |15999644,15999662>
x = |16030915,16030927>
x = |16064825,16064836>
x = |16068300,16068315>
x = |16074764,16074773>
x = |16075354,16075371>
x = |16080395,16080406>
x = |16080529,16080543>
x = |16083872,16083884>
x = |16088466,16088474>
x = |16090334,16090351>
x = |16122966,16122981>
x = |16159475,16159492>
x = |16160187,16160198>
x = |16160467,16160476>
x = |16168455,16168466>
x = |16168485,16168496>
x = |16169367,16169381>
x = |16169482,16169498>
x = |16171589,16171603>
x = |16184668,16184683>
x = |16195614,16195623>
x = |1620355,1620371>
x = |16211723,16211738>
x = |16227970,16227983>
x = |16232231,16232242>
x = |16238182,16238196>
x = |16249864,16249882>
x = |16250116,16250128>
x = |16282740,16282751>
x = |16305010,16305018>
x = |16318306,16318321>
x = |16371232,16371241>
x = |16375492,16375503>
x = |16378358,16378369>
x = |16378931,16378946>
x = |16391530,16391548>
x = |16394079,16394095>
x = |16401826,16401843>
x = |16408110,16408118>
x = |16409193,16409204>
x = |16417986,16417999>
x = |16443857,16443869>
x = |16452085,16452094>
x = |16461622,16461638>
x = |16470930,16470939>
x = |16483955,16483972>
x = |16487279,16487293>
x = |16496412,16496428>
x = |16501949,16501959>
x = |16505392,16505406>
x = |16525691,16525706>
x = |16555445,16555453>
x = |16560634,16560649>
x = |16561517,16561525>
x = |16577148,16577161>
x = |16578708,16578721>
x = |16584222,16584237>
x = |1658716,1658729>
x = |16594046,16594056>
x = |16596002,16596012>
x = |16599884,16599893>
x = |16601627,16601639>
x = |16611515,16611528>
x = |16615886,16615900>
x = |16625098,16625111>
x = |16628442,16628456>
x = |16633584,16633592>
x = |16634253,16634264>
x = |16638004,16638019>
x = |16640371,16640390>
x = |16644235,16644248>
x = |16666896,16666904>
x = |16672533,16672549>
x = |16674928,16674940>
x = |16676334,16676348>
x = |16697889,16697902>
x = |16708903,16708913>
x = |16709527,16709535>
x = |1671389,1671402>
x = |16718845,16718858>
x = |16721769,16721777>
x = |16721809,16721817>
x = |1673447,1673459>
x = |16735393,16735403>
x = |16737225,16737238>
x = |1673796,1673806>
x = |16738413,16738422>
x = |16751963,16751976>
x = |16757218,16757230>
x = |16758203,16758220>
x = |16766122,16766136>
x = |1676773,1676789>
x = |16772442,16772455>
x = |1677527,1677537>
x = |16793087,16793098>
x = |16793357,16793365>
x = |16818977,16818994>
x = |16825326,16825337>
x = |168486,168500>
x = |16849046,16849057>
x = |16868043,16868056>
x = |16874353,16874367>
x = |16890018,16890028>
x = |16890793,16890805>
x = |16895067,16895077>
x = |16906932,16906948>
x = |16919653,16919663>
x = |16932536,16932550>
x = |16933914,16933923>
x = |16936199,16936211>
x = |16946314,16946327>
x = |16956883,16956894>
x = |1696459,1696467>
x = |16969122,16969136>
x = |16976544,16976554>
x = |16976598,16976614>
x = |169968,169976>
x = |17015265,17015274>
x = |17017596,17017610>
x = |17021644,17021658>
x = |17025223,17025232>
x = |17029918,17029925>
x = |17036289,17036304>
x = |17053558,17053575>
x = |17058093,17058107>
x = |17058711,17058721>
x = |17066585,17066597>
x = |17068526,17068534>
x = |17074749,17074762>
x = |17078205,17078220>
x = |17094702,17094710>
x = |17115271,17115279>
x = |17122054,17122069>
x = |17126003,17126015>
x = |17129904,17129916>
x = |171329,171345>
x = |17136224,17136233>
x = |17137696,17137713>
x = |17138888,17138900>
x = |17146336,17146347>
x = |17147654,17147669>
x = |17162385,17162399>
x = |17172392,17172409>
x = |1718264,1718276>
x = |17184133,17184144>
x = |17187686,17187698>
x = |17196566,17196578>
x = |17201109,17201117>
x = |17213149,17213166>
x = |1721893,1721909>
x = |17225108,17225119>
x = |17233095,17233108>
x = |1723986,1723998>
x = |17241816,17241830>
x = |17252367,17252385>
x = |17256357,17256372>
x = |17275039,17275048>
x = |1729624,1729632>
x = |17304380,17304392>
x = |17311163,17311177>
x = |17317720,17317735>
x = |17323328,17323338>
x = |17329890,17329905>
x = |1734091,1734104>
x = |17341185,17341199>
x = |17363577,17363593>
x = |17372974,17372988>
x = |17374349,17374364>
x = |17376228,17376239>
x = |17378331,17378342>
x = |17398067,17398079>
x = |17433361,17433374>
x = |17435837,17435848>
x = |17440698,17440708>
x = |17446959,17446968>
x = |17447488,17447498>
x = |17463077,17463094>
x = |1749033,1749048>
x = |17493085,17493100>
x = |17499204,17499227>
x = |1750448,1750462>
x = |17526254,17526268>
x = |17533475,17533489>
x = |17551683,17551692>
x = |17557400,17557415>
x = |17559101,17559111>
x = |17567923,17567937>
x = |17579219,17579234>
x = |17600031,17600045>
x = |17601742,17601752>
x = |17609708,17609716>
x = |17614564,17614581>
x = |17618490,17618503>
x = |17632929,17632941>
x = |17634648,17634665>
x = |17640061,17640074>
x = |17644755,17644768>
x = |17650519,17650532>
x = |17657764,17657778>
x = |17665906,17665917>
x = |17678207,17678220>
x = |17699276,17699293>
x = |17721868,17721884>
x = |17745849,17745857>
x = |17750125,17750139>
x = |17774616,17774632>
x = |17775710,17775724>
x = |17777156,17777169>
x = |17788401,17788414>
x = |17788416,17788425>
x = |17792932,17792946>
x = |17808039,17808048>
x = |17813168,17813183>
x = |17828739,17828749>
x = |17838087,17838102>
x = |17844458,17844471>
x = |17854947,17854961>
x = |17859171,17859179>
x = |17868049,17868060>
x = |17873509,17873525>
x = |178821,178833>
x = |17888245,17888256>
x = |17894863,17894880>
x = |17918668,17918684>
x = |17929828,17929839>
x = |17933428,17933441>
x = |17944180,17944190>
x = |17947372,17947386>
x = |17961671,17961679>
x = |1798178,1798194>
x = |18000639,18000657>
x = |18000757,18000768>
x = |18012756,18012773>
x = |18013882,18013896>
x = |18016062,18016077>
x = |18025583,18025597>
x = |18029864,18029877>
x = |18032115,18032129>
x = |18033996,18034010>
x = |18045736,18045744>
x = |18058419,18058432>
x = |18061612,18061628>
x = |18069283,18069293>
x = |18094291,18094307>
x = |18101584,18101596>
x = |18102476,18102493>
x = |18108898,18108911>
x = |1810971,1810983>
x = |18113789,18113804>
x = |18116632,18116643>
x = |18121328,18121339>
x = |18142283,18142292>
x = |18149770,18149787>
x = |18169064,18169075>
x = |18183240,18183255>
x = |18191708,18191729>
x = |18207027,18207042>
x = |18211422,18211440>
x = |18212606,18212620>
x = |18238305,18238326>
x = |18245839,18245851>
x = |18256605,18256617>
x = |18284514,18284535>
x = |18298809,18298819>
x = |18320397,18320414>
x = |18325998,18326012>
x = |18333402,18333415>
x = |18349669,18349682>
x = |18352330,18352338>
x = |18353416,18353425>
x = |18356166,18356179>
x = |18357068,18357081>
x = |18361736,18361744>
x = |18362069,18362078>
x = |18362381,18362392>
x = |18383194,18383203>
x = |18410916,18410926>
x = |18415269,18415281>
x = |18417774,18417783>
x = |18419625,18419633>
x = |18420642,18420651>
x = |18425458,18425470>
x = |18441494,18441511>
x = |18460411,18460425>
x = |18460508,18460520>
x = |18464788,18464799>
x = |18464913,18464922>
x = |18482260,18482275>
x = |18489477,18489492>
x = |18514841,18514853>
x = |18528245,18528258>
x = |18538723,18538732>
x = |18549459,18549469>
x = |18555968,18555984>
x = |18558501,18558517>
x = |18560545,18560556>
x = |18562523,18562541>
x = |18573035,18573051>
x = |18583102,18583113>
x = |18585757,18585769>
x = |18593957,18593965>
x = |18594787,18594803>
x = |1859680,1859690>
x = |18602918,18602926>
x = |18604789,18604806>
x = |18604845,18604862>
x = |18613838,18613853>
x = |18618396,18618408>
x = |18623594,18623609>
x = |18629845,18629859>
x = |18630528,18630541>
x = |18632032,18632041>
x = |18638836,18638844>
x = |18645499,18645510>
x = |18652070,18652082>
x = |18652709,18652722>
x = |18660662,18660673>
x = |18665761,18665780>
x = |18667513,18667530>
x = |18679834,18679848>
x = |18682283,18682291>
x = |18690721,18690737>
x = |1870187,1870200>
x = |18708718,18708732>
x = |1871150,1871163>
x = |18713024,18713037>
x = |1871674,1871689>
x = |18717008,18717019>
x = |18727704,18727720>
x = |18727755,18727770>
x = |18728159,18728172>
x = |18730540,18730553>
x = |18734749,18734763>
x = |18735435,18735449>
x = |18744347,18744358>
x = |18744617,18744625>
x = |18782080,18782090>
x = |1878232,1878246>
x = |18784937,18784953>
x = |18798368,18798384>
x = |1880205,1880222>
x = |18802638,18802650>
x = |1882663,1882671>
x = |18839087,18839098>
x = |18857486,18857495>
x = |18884781,18884792>
x = |18885051,18885059>
x = |188886,188898>
x = |18909431,18909439>
x = |18909687,18909696>
x = |18918023,18918040>
x = |18922733,18922748>
x = |18931081,18931097>
x = |18931871,18931879>
x = |18949367,18949384>
x = |18963487,18963502>
x = |18971875,18971887>
x = |18989076,18989088>
x = |19000723,19000737>
x = |19009692,19009705>
x = |19010276,19010293>
x = |19056754,19056765>
x = |19062299,19062308>
x = |19063757,19063767>
x = |19079722,19079739>
x = |19105539,19105547>
x = |19108970,19108983>
x = |19113455,19113469>
x = |19123750,19123760>
x = |19128786,19128796>
x = |19145557,19145574>
x = |19161015,19161024>
x = |19163691,19163700>
x = |19171010,19171020>
x = |19175203,19175212>
x = |19197550,19197561>
x = |19199234,19199243>
x = |19201055,19201063>
x = |19206577,19206587>
x = |1921778,1921794>
x = |19218130,19218142>
x = |19223056,19223072>
x = |19224310,19224326>
x = |19230080,19230092>
x = |19251876,19251886>
x = |19263372,19263384>
x = |19263753,19263766>
x = |19266648,19266660>
x = |19295232,19295241>
x = |19297442,19297461>
x = |19302767,19302781>
x = |19303448,19303462>
x = |19318641,19318658>
x = |19324897,19324907>
x = |19328615,19328632>
x = |1933113,1933127>
x = |19362478,19362494>
x = |19364006,19364021>
x = |19364413,19364424>
x = |19366095,19366106>
x = |19368739,19368751>
x = |19379467,19379482>
x = |19390842,19390856>
x = |19399296,19399306>
x = |19400460,19400470>
x = |19416799,19416808>
x = |19446978,19446990>
x = |19447085,19447097>
x = |1945412,1945423>
x = |1945698,1945715>
x = |19481535,19481544>
x = |19481838,19481851>
x = |19485258,19485267>
x = |19490855,19490865>
x = |19493614,19493625>
x = |19494737,19494749>
x = |1951088,1951101>
x = |19536856,19536873>
x = |19544633,19544647>
x = |1956824,1956835>
x = |19572422,19572430>
x = |19572633,19572644>
x = |19587467,19587480>
x = |19590435,19590452>
x = |19639701,19639712>
x = |19644862,19644871>
x = |19662680,19662695>
x = |19670734,19670748>
x = |19673142,19673151>
x = |19686407,19686415>
x = |19690549,19690561>
x = |19690817,19690829>
x = |19702394,19702403>
x = |19704550,19704559>
x = |1974152,1974165>
x = |19749370,19749384>
x = |19756467,19756478>
x = |19768027,19768035>
x = |19777479,19777493>
x = |19787503,19787525>
x = |19788655,19788664>
x = |19792519,19792542>
x = |19796423,19796432>
x = |19800994,19801003>
x = |19808417,19808431>
x = |19826782,19826794>
x = |19827135,19827147>
x = |19833130,19833143>
x = |198338,198349>
x = |19842087,19842102>
x = |19857905,19857918>
x = |19873370,19873382>
x = |19891981,19891995>
x = |19907674,19907683>
x = |1993047,1993057>
x = |19939682,19939693>
x = |19939952,19939960>
x = |19961887,19961896>
x = |19962480,19962490>
x = |19994124,19994138>
x = |19994518,19994532>
x = |19999338,19999351>
x = |20007689,20007701>
x = |20013852,20013860>
x = |2002360,2002368>
x = |20024119,20024133>
x = |20027360,20027373>
x = |20032609,20032621>
x = |2003742,2003753>
x = |20065701,20065711>
x = |20078766,20078774>
x = |20101295,20101306>
x = |20108570,20108584>
x = |20109837,20109845>
x = |20146316,20146332>
x = |20180264,20180277>
x = |20201182,20201190>
x = |20214787,20214796>
x = |2022878,2022889>
x = |20240052,20240060>
x = |20245830,20245842>
x = |20255342,20255350>
x = |20259036,20259050>
x = |20272244,20272262>
x = |20280847,20280856>
x = |20299314,20299330>
x = |20303140,20303153>
x = |20312121,20312137>
x = |20326988,20326998>
x = |20348791,20348805>
x = |20362259,20362272>
